,Unnamed: 0,ChannelStartInKeV,ChannelCount
0,0,0.0007231582,-13.62745098039215
1,1,0.02074286,-10.894607843137248
2,2,0.04076256,-8.161764705882348
3,3,0.06078226,-5.428921568627446
4,4,0.08080196,-2.6960784313725465
5,5,0.1008217,0.036764705882353255
6,6,0.1208414,2.7696078431372566
7,7,0.1408611,5.502450980392156
8,8,0.1608808,8.23529411764706
9,9,0.1809005,79.23529411764707
10,10,0.2009202,398.64705882352945
11,11,0.2209399,1086.4705882352941
12,12,0.2409596,1751.5882352941178
13,13,0.2609793,2041.5882352941178
14,14,0.280999,2103.64705882353
15,15,0.3010187,2111.294117647059
16,16,0.3210384,2112.058823529412
17,17,0.3410581,2112.4705882352946
18,18,0.3610778,2112.7058823529414
19,19,0.3810975,2113.1176470588234
20,20,0.4011172,2113.176470588235
21,21,0.4211369,2113.294117647059
22,22,0.4411566,2113.529411764706
23,23,0.4611763,2113.5294117647063
24,24,0.481196,2113.294117647059
25,25,0.5012157,2105.5882352941176
26,26,0.5212354,2085.5294117647068
27,27,0.5412551,1815.9411764705883
28,28,0.5612748,1179.5882352941178
29,29,0.5812945,562.7058823529411
30,30,0.6013142,321.764705882353
31,31,0.6213339,308.2941176470589
32,32,0.6413536,348.5294117647059
33,33,0.6613733,396.7647058823529
34,34,0.681393,441.5294117647059
35,35,0.7014127,488.52941176470586
36,36,0.7214324,534.2941176470588
37,37,0.7414521,578.2352941176471
38,38,0.7614718,622.3529411764706
39,39,0.7814915,668.4117647058824
40,40,0.8015112,710.1176470588236
41,41,0.8215309,755.294117647059
42,42,0.8415506,795.9411764705883
43,43,0.8615703,785.9411764705883
44,44,0.88159,780.529411764706
45,45,0.9016097,772.5882352941177
46,46,0.9216294,766.2941176470588
47,47,0.9416491,760.5882352941178
48,48,0.9616688,752.3529411764707
49,49,0.9816885,745.9411764705884
50,50,1.001708,737.764705882353
51,51,1.021728,732.470588235294
52,52,1.041748,726.2352941176472
53,53,1.061767,721.2941176470589
54,54,1.081787,718.2352941176471
55,55,1.101807,712.4705882352941
56,56,1.121826,705.0588235294118
57,57,1.141846,703.4117647058824
58,58,1.161866,697.0588235294118
59,59,1.181885,695.8823529411765
60,60,1.201905,694.764705882353
61,61,1.221925,687.8235294117649
62,62,1.241945,680.529411764706
63,63,1.261964,675.7058823529412
64,64,1.281984,667.7058823529412
65,65,1.302004,662.4705882352941
66,66,1.322023,654.8235294117648
67,67,1.342043,651.6470588235295
68,68,1.362063,648.3529411764705
69,69,1.382083,643.9411764705883
70,70,1.402102,637.5882352941178
71,71,1.422122,631.7058823529413
72,72,1.442142,626.1764705882354
73,73,1.462161,622.7647058823529
74,74,1.482181,616.7058823529412
75,75,1.502201,610.9411764705883
76,76,1.52222,603.1176470588236
77,77,1.54224,597.9411764705883
78,78,1.56226,594.8823529411765
79,79,1.58228,589.7058823529413
80,80,1.602299,584.2352941176471
81,81,1.622319,578.9411764705883
82,82,1.642339,576.0
83,83,1.662358,574.1176470588236
84,84,1.682378,570.7647058823529
85,85,1.702398,567.5294117647059
86,86,1.722417,565.2352941176472
87,87,1.742437,562.8235294117648
88,88,1.762457,563.2352941176472
89,89,1.782477,564.4117647058824
90,90,1.802496,564.0588235294118
91,91,1.822516,563.4117647058824
92,92,1.842536,561.8823529411765
93,93,1.862555,564.6470588235294
94,94,1.882575,561.2941176470589
95,95,1.902595,558.4117647058824
96,96,1.922614,557.8823529411765
97,97,1.942634,556.4705882352941
98,98,1.962654,555.1176470588235
99,99,1.982674,554.3529411764706
100,100,2.002693,550.5882352941176
101,101,2.022713,543.9411764705883
102,102,2.042733,540.1764705882352
103,103,2.062752,537.0
104,104,2.082772,536.4117647058824
105,105,2.102792,534.1176470588235
106,106,2.122812,531.6470588235294
107,107,2.142831,530.0
108,108,2.162851,526.9411764705883
109,109,2.182871,526.9411764705883
110,110,2.20289,522.764705882353
111,111,2.22291,518.8823529411765
112,112,2.24293,512.7058823529412
113,113,2.262949,506.47058823529414
114,114,2.282969,501.7647058823529
115,115,2.302989,498.764705882353
116,116,2.323009,496.4117647058824
117,117,2.343028,498.17647058823536
118,118,2.363048,498.35294117647055
119,119,2.383068,496.4117647058824
120,120,2.403087,492.8823529411765
121,121,2.423107,489.41176470588243
122,122,2.443127,485.8235294117648
123,123,2.463146,483.47058823529414
124,124,2.483166,475.3529411764706
125,125,2.503186,474.0588235294118
126,126,2.523206,472.05882352941177
127,127,2.543225,466.8235294117648
128,128,2.563245,464.00000000000006
129,129,2.583265,464.17647058823536
130,130,2.603284,462.41176470588243
131,131,2.623304,462.11764705882354
132,132,2.643324,459.6470588235295
133,133,2.663343,457.00000000000006
134,134,2.683363,452.0
135,135,2.703383,449.764705882353
136,136,2.723403,445.7058823529412
137,137,2.743422,444.6470588235295
138,138,2.763442,446.4117647058824
139,139,2.783462,448.4117647058824
140,140,2.803481,450.3529411764706
141,141,2.823501,456.29411764705884
142,142,2.843521,453.2941176470588
143,143,2.86354,446.6470588235295
144,144,2.88356,442.7058823529412
145,145,2.90358,439.9411764705883
146,146,2.923599,437.64705882352945
147,147,2.943619,437.11764705882365
148,148,2.963639,434.7058823529412
149,149,2.983659,433.7058823529412
