,ChannelCount,ChannelStartInKeV
10,248.5588235294118,0.2008681
11,687.4411764705882,0.2208878
12,1103.4705882352941,0.2409075
13,1292.294117647059,0.2609272
14,1330.9705882352944,0.2809469
15,1335.6764705882354,0.3009666
16,1335.8529411764707,0.3209863
17,1336.0,0.341006
18,1336.0882352941178,0.3610257
19,1336.205882352941,0.3810454
20,1336.235294117647,0.4010651
21,1336.3235294117653,0.4210848
22,1336.3529411764707,0.4411045
23,1336.4117647058824,0.4611242
24,1336.1764705882356,0.4811439
25,1332.588235294118,0.5011636
26,1310.7058823529414,0.5211833
27,1133.8529411764705,0.541203
28,716.6470588235295,0.5612227
29,322.1470588235294,0.5812424
30,155.5588235294118,0.6012621
31,139.32352941176472,0.6212818
32,156.8823529411765,0.6413015
33,178.67647058823533,0.6613212
34,200.97058823529414,0.6813409
35,220.76470588235298,0.7013606
36,242.1764705882353,0.7213803
37,263.6176470588236,0.7414
38,285.35294117647055,0.7614197
39,307.97058823529414,0.7814394
40,328.8529411764706,0.8014591
41,348.52941176470586,0.8214788
42,367.97058823529414,0.8414986
43,366.264705882353,0.8615182
44,363.55882352941177,0.8815379
45,361.82352941176475,0.9015576
46,361.79411764705884,0.9215773
47,359.23529411764713,0.941597
48,355.4705882352942,0.9616168
49,353.2941176470588,0.9816364
50,350.2941176470588,1.001656
51,347.9411764705883,1.021676
52,347.08823529411774,1.041696
53,345.5,1.061715
54,343.7647058823529,1.081735
55,342.14705882352945,1.101755
56,337.3823529411765,1.121774
57,335.64705882352945,1.141794
58,335.2058823529412,1.161814
59,334.0882352941177,1.181833
60,329.50000000000006,1.201853
61,326.67647058823536,1.221873
62,324.1470588235294,1.241893
63,321.764705882353,1.261912
64,320.6470588235294,1.281932
65,319.44117647058823,1.301952
66,318.14705882352945,1.321971
67,318.4411764705883,1.341991
68,317.4705882352942,1.362011
69,318.61764705882354,1.38203
70,318.7352941176471,1.40205
71,318.2647058823529,1.42207
72,315.20588235294116,1.44209
73,314.29411764705884,1.462109
74,311.5588235294118,1.482129
75,308.1764705882353,1.502149
76,306.2352941176471,1.522168
77,308.4117647058823,1.542188
78,309.88235294117646,1.562208
79,311.7647058823529,1.582227
80,312.05882352941177,1.602247
81,312.0882352941177,1.622267
82,310.5,1.642287
83,308.64705882352945,1.662306
84,306.67647058823536,1.682326
85,304.7058823529412,1.702346
86,303.8235294117647,1.722365
87,303.70588235294116,1.742385
88,306.52941176470586,1.762405
89,312.70588235294116,1.782424
90,320.64705882352945,1.802444
91,330.8529411764706,1.822464
92,340.91176470588243,1.842484
93,347.61764705882354,1.862503
94,350.85294117647067,1.882523
95,350.17647058823536,1.902543
96,347.1470588235294,1.922562
97,342.9117647058823,1.942582
98,341.2352941176471,1.962602
99,341.64705882352945,1.982621
100,341.67647058823536,2.002641
101,340.7352941176471,2.022661
102,341.73529411764713,2.042681
103,341.3529411764706,2.0627
104,347.79411764705884,2.08272
105,361.32352941176475,2.10274
106,385.97058823529414,2.122759
107,415.67647058823536,2.142779
108,441.8529411764706,2.162799
109,457.64705882352945,2.182818
110,465.11764705882354,2.202838
111,465.17647058823536,2.222858
112,466.41176470588243,2.242877
113,468.3529411764706,2.262897
114,471.7941176470589,2.282917
115,473.1176470588235,2.302937
116,475.11764705882354,2.322956
117,475.2941176470589,2.342976
118,477.32352941176475,2.362996
119,478.1176470588236,2.383015
120,479.6764705882353,2.403035
121,478.02941176470597,2.423055
122,477.4117647058825,2.443075
123,476.64705882352945,2.463094
124,488.4117647058823,2.483114
125,522.5588235294118,2.503134
126,584.2647058823529,2.523153
127,658.3823529411766,2.543173
128,731.0882352941177,2.563193
129,780.6470588235295,2.583213
130,817.2352941176473,2.603232
131,850.5588235294117,2.623252
132,888.7352941176472,2.643272
133,935.2941176470588,2.663291
134,983.2058823529411,2.683311
135,1028.4411764705883,2.703331
136,1066.7058823529412,2.723351
137,1103.0882352941176,2.74337
138,1137.235294117647,2.76339
139,1167.7941176470592,2.78341
140,1184.3823529411768,2.803429
141,1176.1470588235295,2.823449
142,1135.1764705882354,2.843469
143,1066.0,2.863488
144,988.2352941176471,2.883508
145,915.029411764706,2.903528
146,864.7058823529412,2.923548
147,829.4117647058824,2.943567
148,797.6470588235295,2.963587
149,761.8823529411766,2.983607
150,719.2352941176472,3.003626
151,681.3823529411765,3.023646
152,653.0882352941177,3.043666
153,649.5000000000001,3.063685
154,691.1764705882354,3.083705
155,792.2352941176471,3.103725
156,959.6764705882354,3.123744
157,1182.088235294118,3.143764
158,1415.3529411764705,3.163784
159,1613.5,3.183804
160,1746.9705882352946,3.203823
161,1821.6470588235295,3.223843
162,1854.4411764705883,3.243863
163,1867.1470588235293,3.263882
164,1870.6764705882351,3.283902
165,1874.2058823529414,3.303922
166,1879.0882352941176,3.323941
167,1884.4411764705883,3.343961
168,1892.1470588235293,3.363981
169,1902.4705882352941,3.384001
170,1910.294117647059,3.40402
171,1904.6470588235297,3.42404
172,1886.6470588235295,3.44406
173,1888.9411764705885,3.464079
174,1972.1470588235297,3.484099
175,2180.4705882352946,3.504119
176,2522.8529411764707,3.524138
177,2923.794117647059,3.544158
178,3295.470588235295,3.564178
179,3567.5294117647063,3.584198
180,3728.852941176471,3.604217
181,3797.6764705882356,3.624237
182,3820.294117647059,3.644257
183,3820.1176470588234,3.664276
184,3811.823529411765,3.684296
185,3793.8823529411766,3.704316
186,3766.8529411764703,3.724335
187,3727.588235294118,3.744355
188,3663.970588235294,3.764375
189,3566.117647058824,3.784395
190,3395.5588235294117,3.804414
