,ChannelCount,ChannelStartInKeV
10,255.94117647058826,0.2009493
11,695.264705882353,0.220969
12,1109.8235294117649,0.2409887
13,1297.529411764706,0.2610084
14,1339.5000000000007,0.2810282
15,1344.529411764706,0.3010478
16,1344.9705882352944,0.3210675
17,1345.058823529412,0.3410873
18,1345.1176470588236,0.3611069
19,1345.1470588235295,0.3811266
20,1345.2941176470588,0.4011464
21,1345.4117647058824,0.421166
22,1345.5294117647065,0.4411857
23,1345.5588235294117,0.4612055
24,1345.264705882353,0.4812252
25,1341.1764705882356,0.5012448
26,1315.1176470588236,0.5212646
27,1132.6470588235293,0.5412843
28,714.735294117647,0.561304
29,323.11764705882354,0.5813237
30,156.97058823529414,0.6013433
31,137.08823529411768,0.621363
32,151.11764705882354,0.6413828
33,171.58823529411765,0.6614025
34,192.9411764705882,0.6814222
35,213.94117647058823,0.7014419
36,233.94117647058823,0.7214615
37,255.7058823529412,0.7414812
38,278.0294117647059,0.761501
39,298.3529411764706,0.7815207
40,319.67647058823536,0.8015404
41,339.8235294117647,0.8215601
42,361.1764705882353,0.8415798
43,359.3823529411765,0.8615994
44,358.0882352941177,0.8816192
45,355.1764705882353,0.9016389
46,351.264705882353,0.9216586
47,349.764705882353,0.9416783
48,346.32352941176475,0.961698
49,347.2058823529412,0.9817176
50,345.4117647058824,1.001737
51,344.85294117647055,1.021757
52,344.0,1.041777
53,342.79411764705884,1.061796
54,339.2647058823529,1.081816
55,335.52941176470597,1.101836
56,333.47058823529414,1.121856
57,330.2647058823529,1.141875
58,325.88235294117646,1.161895
59,321.5,1.181915
60,319.70588235294116,1.201934
61,315.7941176470588,1.221954
62,314.9117647058824,1.241974
63,313.6764705882353,1.261994
64,311.02941176470597,1.282013
65,309.29411764705884,1.302033
66,306.264705882353,1.322053
67,306.3823529411765,1.342072
68,305.58823529411774,1.362092
69,305.64705882352945,1.382112
70,307.0882352941177,1.402131
71,309.235294117647,1.422151
72,309.35294117647067,1.442171
73,307.47058823529414,1.462191
74,305.44117647058823,1.48221
75,306.1764705882353,1.50223
76,307.97058823529414,1.52225
77,312.14705882352945,1.542269
78,317.7352941176471,1.562289
79,324.0588235294117,1.582309
80,328.7941176470588,1.602328
81,330.67647058823536,1.622348
82,330.55882352941177,1.642368
83,330.5882352941177,1.662387
84,328.2647058823529,1.682407
85,327.4411764705883,1.702427
86,326.32352941176475,1.722447
87,327.20588235294116,1.742466
88,330.5882352941177,1.762486
89,337.5,1.782506
90,348.3529411764706,1.802525
91,362.2941176470589,1.822545
92,375.6764705882353,1.842565
93,386.6470588235295,1.862584
94,388.9411764705883,1.882604
95,387.47058823529414,1.902624
96,383.3235294117647,1.922644
97,376.52941176470586,1.942663
98,373.0294117647059,1.962683
99,372.91176470588243,1.982703
100,371.4117647058824,2.002723
101,372.38235294117646,2.022742
102,370.0588235294118,2.042762
103,371.76470588235304,2.062782
104,381.64705882352945,2.082801
105,402.02941176470597,2.102821
106,438.1470588235295,2.122841
107,477.67647058823536,2.14286
108,508.7058823529413,2.16288
109,528.529411764706,2.1829
110,533.2941176470589,2.202919
111,533.4117647058823,2.222939
112,532.3823529411766,2.242959
113,532.2647058823529,2.262979
114,535.6176470588235,2.282998
115,538.9705882352941,2.303018
116,541.5882352941177,2.323038
117,546.0588235294118,2.343057
118,546.0882352941177,2.363077
119,547.3529411764706,2.383097
120,545.529411764706,2.403116
121,537.2941176470588,2.423136
122,523.5294117647059,2.443156
123,504.55882352941177,2.463176
124,498.97058823529414,2.483195
125,522.5294117647059,2.503215
126,574.6470588235294,2.523235
127,642.3823529411766,2.543254
128,709.9705882352941,2.563274
